name,cname
Clan Cameron Museum,United Kingdom
Clan Donnachaidh Museum,United Kingdom
Clan Gunn Heritage Centre And Museum,United Kingdom
Clan Macalister Charitable Trust,United Kingdom
Clan Maclennan Museum,United Kingdom
Clan Macpherson Museum,United Kingdom
Clannaborough Farm Museum,United Kingdom
Clapham Common tube station,United Kingdom
Clapham North tube station,United Kingdom
Clapham South tube station,United Kingdom
Clapperton's Photographic Studio,United Kingdom
Clarence House,United Kingdom
Claridge's,United Kingdom
Clarke Hall Educational Museum,United Kingdom
Clayton Crown Hotel,United Kingdom
Clayton Hall Living History Museum,United Kingdom
Clayton Hotel Belfast,United Kingdom
Clayton Hotel Birmingham,United Kingdom
Clayton Hotel Cardiff,United Kingdom
Clayton Hotel Chiswick,United Kingdom
Clayton Hotel Leeds,United Kingdom
Clayton J. Lloyd International Airport,United Kingdom
Cleddau Bridge,United Kingdom
Clevedon Pier,United Kingdom
Cleveland Crafts Centre,United Kingdom
Clifton Aqueduct,United Kingdom
Clifton Hampden Bridge,United Kingdom
Clifton Suspension Bridge,United Kingdom
Clive House Museum,United Kingdom
Clockmakers' Museum,United Kingdom
Clockworks Museum,United Kingdom
Clonard Monastery,United Kingdom
Cloverlands Model Car Museum,United Kingdom
Clowns Gallery-Museum,United Kingdom
Clun Town Trust Museum,United Kingdom
Clyde Tunnel,United Kingdom
Clywedog Dam,United Kingdom
Coalisland Museum and Heritage Centre,United Kingdom
Coastal Communities Museum,United Kingdom
Coate Agricultural Museum,United Kingdom
Cobden Bridge,United Kingdom
Cobweb Bridge,United Kingdom
Cockburn Geological Museum,United Kingdom
"Cockpit House, Prescot",United Kingdom
Coesike East Roman temporary camp,United Kingdom
Coesike West Roman temporary camps 1 and 2,United Kingdom
Cogges Manor Farm Museum,United Kingdom
Coldrum Long Barrow,United Kingdom
Coldstream Museum,United Kingdom
Colindale tube station,United Kingdom
Collectors World,United Kingdom
Colmans Mustard Shop & Museum,United Kingdom
Colmore Gate,United Kingdom
Colne Public Library And Museum,United Kingdom
Colour Experience,United Kingdom
Colzium Museum,United Kingdom
Combe Martin Museum,United Kingdom
Commando Museum,United Kingdom
Commendators House Museum,United Kingdom
Compton Down Railway Museum,United Kingdom
Comunn Eachdraidh Nis,United Kingdom
Congress Theatre,United Kingdom
Connaught Bridge,United Kingdom
Connel Bridge,United Kingdom
Constantine Museum,United Kingdom
Conwy Castle,United Kingdom
Conwy Castle and Town Walls,United Kingdom
Conwy Mussel Museum,United Kingdom
Conwy Railway Bridge,United Kingdom
Conwy Suspension Bridge,United Kingdom
Cooper Gallery,United Kingdom
Copper Box Arena,United Kingdom
Copper Kingdom,United Kingdom
Corbridge (Corstopitum) Roman station,United Kingdom
Corbridge Bridge,United Kingdom
Corbridge Roman Site Museum,United Kingdom
Corfe Castle Museum,United Kingdom
Corgarff Castle,United Kingdom
Corinium Museum,United Kingdom
Cornice Museum of Ornamental Plasterwork,United Kingdom
Cornish Heritage Museum,United Kingdom
Cornish Mines and Engines,United Kingdom
Cornwall At War Museum,United Kingdom
Cornwall Aviation Heritage Centre,United Kingdom
Cornwall Geological Museum,United Kingdom
Cornwall Maritime Museum,United Kingdom
Cornwall and West Devon Mining Landscape,United Kingdom
Corporation Street Bridge,United Kingdom
Corrigall Farm Museum,United Kingdom
Corris Railway Museum,United Kingdom
Corwen Museum,United Kingdom
Cosgrove aqueduct,United Kingdom
Cotehele Discovery Centre,United Kingdom
Cotehele Mill,United Kingdom
Cotswold Cricket Museum,United Kingdom
Cotswold Motoring Museum,United Kingdom
Cottage Museum,United Kingdom
Coultershaw Heritage Site,United Kingdom
Country Life Museum,United Kingdom
County Museum And Library (Royal Institution Of Cornwall),United Kingdom
Court Barn Museum,United Kingdom
Court Hall Museum,United Kingdom
Cousland Smiddy,United Kingdom
Covent Garden tube station,United Kingdom
Coventry Cathedral,United Kingdom
Coventry Toy Museum,United Kingdom
Coventry Transport Museum,United Kingdom
Coventry Watch Museum,United Kingdom
Covington School Museum,United Kingdom
Cowbridge & District Museum,United Kingdom
Cowcaddens subway station,United Kingdom
Coworth House,United Kingdom
Crab Museum,United Kingdom
Crabble Corn Mill,United Kingdom
Craigavon Bridge,United Kingdom
Craigavon Museum Service,United Kingdom
Craigellachie Bridge,United Kingdom
Craigievar Castle,United Kingdom
Crail Museum,United Kingdom
Crampton Tower,United Kingdom
Cranwell Aviation Heritage Museum,United Kingdom
Crathes Castle,United Kingdom
Craven Collection of Classic Motorcycles,United Kingdom
Craven Cottage,United Kingdom
Craven Museum & Gallery,United Kingdom
Crawfordjohn Heritage Venture,United Kingdom
Crawley Museum Centre,United Kingdom
Creagan railway bridge,United Kingdom
Crediton Museum,United Kingdom
Creetown Gem Rock Museum,United Kingdom
Creetown Heritage Museum,United Kingdom
Cressing Temple,United Kingdom
Creswell Crags Museum And Visitor Centre,United Kingdom
Crewgreen Bridge,United Kingdom
Crichton Royal Museum,United Kingdom
Crickhowell Bridge,United Kingdom
Cricklade Town Bridge,United Kingdom
"Crieff, 64 Burrell Street, Highland Trust Museum",United Kingdom
Crinan Canal,United Kingdom
Crofton Roman Villa,United Kingdom
Cromarty Courthouse Museum,United Kingdom
Cromer Museum,United Kingdom
Cromwell Museum,United Kingdom
Cromwell Tower,United Kingdom
Crooks Roman temporary camp,United Kingdom
Crookston Castle,United Kingdom
Crosby Lodge,United Kingdom
Crossley House,United Kingdom
Crossrail,United Kingdom
Crowland Abbey,United Kingdom
Crown Point Bridge,United Kingdom
Crowne Plaza Liverpool John Lennon Airport Hotel,United Kingdom
Croydon Airport Visitor Centre,United Kingdom
Croydon Clocktower,United Kingdom
Crumlin Viaduct,United Kingdom
Crystal Palace Museum,United Kingdom
Crystal Palace transmitting station,United Kingdom
Cuckfield Museum,United Kingdom
Cuckooland Museum,United Kingdom
Culloden Viaduct,United Kingdom
Culzean Castle,United Kingdom
Cumberland House Natural History Museum,United Kingdom
Cumbernauld Museum,United Kingdom
Cumbria Constabulary Museum,United Kingdom
Cunard Building,United Kingdom
Cutty Sark,United Kingdom
Cyfarthfa Castle Museum & Art Gallery,United Kingdom
Cynon Valley Museum & Gallery,United Kingdom
DIG: an archaeological adventure,United Kingdom
DW Stadium,United Kingdom
Dad's Army Museum,United Kingdom
Dagenham East tube station,United Kingdom
Dagenham Heathway tube station,United Kingdom
Dalbeattie Museum,United Kingdom
Dalgarven Mill – Museum of Ayrshire Country Life and Costume,United Kingdom
Dan Winters House - Ancestral Home In The Farm Yard,United Kingdom
Dana Library and Research Centre,United Kingdom
"Danum Gallery, Library and Museum",United Kingdom
"Dargan Bridge, Belfast",United Kingdom
Dartford Cable Tunnel,United Kingdom
Dartford Library,United Kingdom
Darvel transmitting station,United Kingdom
Daventry Museum,United Kingdom
David Brown Tractor Museum,United Kingdom
David Livingstone Centre,United Kingdom
David Mellor Design Museum,United Kingdom
Davidstow Moor RAF Memorial Museum,United Kingdom
Dawe's Twineworks,United Kingdom
Dawlish Museum,United Kingdom
Deaf Museum And Archive,United Kingdom
Deal Museum,United Kingdom
Deal Society Heritage Centre and Victoriana Museum,United Kingdom
Dean Bridge,United Kingdom
Defence of the Nation Museum and Education Centre,United Kingdom
Defended settlement and Roman signal station 410m south of West Crindledikes,United Kingdom
Delgatie Castle,United Kingdom
Dell Mill,United Kingdom
Denby Pottery Visitor Centre Museum,United Kingdom
Dennis Severs' House,United Kingdom
Dens Park,United Kingdom
Dent Village Heritage Centre and Museum,United Kingdom
"Department Of Earth Sciences Museum, University Of Bristol",United Kingdom
Derby Cathedral,United Kingdom
Derby Old Gaol,United Kingdom
Derry Workhouse Museum,United Kingdom
Derry railway station,United Kingdom
Derwent Dam,United Kingdom
Derwent Pencil Museum,United Kingdom
Derwent Valley Mills,United Kingdom
Desert Rats Museum,United Kingdom
Devons Road,United Kingdom
Dewsbury Bus Museum,United Kingdom
Dewsbury Canal Museum,United Kingdom
Dewsbury Museum & Gallery,United Kingdom
Dick Galloway Archery Museum,United Kingdom
Dick Institute,United Kingdom
Dimbola Museum And Galleries,United Kingdom
Dingwall Museum,United Kingdom
Dinorwig Slate Quarry Mountain Landscape,United Kingdom
Dinosaur Isle,United Kingdom
Discover Downham,United Kingdom
Discovery Point,United Kingdom
District line,United Kingdom
Ditchling Museum of Art + Craft,United Kingdom
Diving Museum,United Kingdom
Divis Tower,United Kingdom
Docklands Light Railway,United Kingdom
Dodington Carriage Museum,United Kingdom
Doll Museum & Model Railway,United Kingdom
Dollis Hill tube station,United Kingdom
Dolmynach Victorian House Museum,United Kingdom
Dolphin Sailing Barge Museum,United Kingdom
Don Valley Stadium,United Kingdom
Doon Valley Museum,United Kingdom
Dorset Teddy Bear Museum,United Kingdom
DoubleTree by Hilton Cambridge Belfry,United Kingdom
DoubleTree by Hilton Edinburgh - Queensferry Crossing,United Kingdom
DoubleTree by Hilton Glasgow Westerwood Spa & Golf Resort,United Kingdom
DoubleTree by Hilton Hotel & Spa Liverpool,United Kingdom
DoubleTree by Hilton Hotel Aberdeen Treetops,United Kingdom
DoubleTree by Hilton Hotel Bristol City Centre,United Kingdom
DoubleTree by Hilton Hotel Bristol North,United Kingdom
DoubleTree by Hilton Hotel Coventry,United Kingdom
DoubleTree by Hilton Hotel Edinburgh Airport,United Kingdom
DoubleTree by Hilton Hotel Edinburgh City Centre,United Kingdom
DoubleTree by Hilton Hotel Leeds City Centre,United Kingdom
DoubleTree by Hilton Hotel London - Chelsea,United Kingdom
DoubleTree by Hilton Hotel London - Docklands Riverside,United Kingdom
DoubleTree by Hilton Hotel London - Hyde Park,United Kingdom
DoubleTree by Hilton Hotel London - Marble Arch,United Kingdom
DoubleTree by Hilton Hotel London - Victoria,United Kingdom
DoubleTree by Hilton Hotel London - West End,United Kingdom
DoubleTree by Hilton Hotel London ExCel,United Kingdom
DoubleTree by Hilton Hotel Woking,United Kingdom
DoubleTree by Hilton London Heathrow Airport,United Kingdom
Doughty Museum,United Kingdom
Douglas Heritage Museum,United Kingdom
Doune Motor Museum,United Kingdom
"Doune, River Teith, Bridge Of Teith",United Kingdom
Dove Nest,United Kingdom
Dover Castle,United Kingdom
Dover Transport Museum,United Kingdom
Down County Museum,United Kingdom
Dr. Griersons Museum,United Kingdom
Drapers' Gardens,United Kingdom
Drax power station,United Kingdom
"Drochaid A' Bhuilg Bhuidhe, Wade Bridge",United Kingdom
Droitwich Transmitting Station,United Kingdom
Drumburgh Roman fort and Hadrian's Wall between Burgh Marsh and Westfield House in wall miles 76 and 77,United Kingdom
Drusillas Museum,United Kingdom
Dryburgh Abbey Bridge,United Kingdom
Dryburgh Bridge,United Kingdom
"Dubmill Point milefortlet 17, 560m WNW of Hill House, part of the Roman frontier defences along the Cumbrian coast",United Kingdom
Dubris Pharos,United Kingdom
Dudley Canal and Caverns,United Kingdom
Dudley Ward Way,United Kingdom
Duff House,United Kingdom
Dufftown Museum,United Kingdom
Dufftown Whisky Museum,United Kingdom
Dukes Wood Oil Museum,United Kingdom
Dulnain Bridge,United Kingdom
Dumfries Museum,United Kingdom
Dumfries and Galloway Aviation Museum,United Kingdom
"Dumfries, Suspension Bridge",United Kingdom
Dunaskin Open-air Industrial Museum,United Kingdom
Dunbar Town House Museum,United Kingdom
Dunblane Museum,United Kingdom
Duncan Edwards Museum,United Kingdom
Dundonald Castle Museum,United Kingdom
Dunfermline Carnegie Library,United Kingdom
Dungeness Lighthouse,United Kingdom
Dunhill Museum & Archive,United Kingdom
Dunimarle Museum,United Kingdom
Dunkeld Bridge,United Kingdom
Dunkeld Cathedral Chapter House Museum,United Kingdom
Dunkeswell Memorial Museum,United Kingdom
Dunkirk Mill,United Kingdom
Dunrobin Castle Museum,United Kingdom
Dunster Doll Museum,United Kingdom
Dunwich Museum,United Kingdom
Durham Castle and Cathedral,United Kingdom
Durham Cathedral,United Kingdom
Durham Heritage Centre and Museum,United Kingdom
Durham University Oriental Museum,United Kingdom
Durham Viaduct,United Kingdom
Durris transmitting station,United Kingdom
Dyke Nook Farm Museum,United Kingdom
Ealing Broadway station,United Kingdom
Ealing Common tube station,United Kingdom
Earby Lead Mining Museum,United Kingdom
Earl's Court tube station,United Kingdom
Earls Barton Museum of Local Life,United Kingdom
Earlswood Village Museum,United Kingdom
East Acton tube station,United Kingdom
East End Light,United Kingdom
East End Women's Museum,United Kingdom
East Finchley tube station,United Kingdom
East Ham tube station,United Kingdom
East Lancashire Regiment Gallery,United Kingdom
East London Line,United Kingdom
East Midlands Aeropark,United Kingdom
East Pool mine,United Kingdom
East Putney tube station,United Kingdom
East Surrey Museum,United Kingdom
Eastbourne Pier,United Kingdom
Eastbourne railway station,United Kingdom
Eastchurch Aviation Museum,United Kingdom
Eastcote tube station,United Kingdom
Eastleigh Museum,United Kingdom
Eastney Beam Engine House,United Kingdom
Easton Farm Park,United Kingdom
Eastside Projects,United Kingdom
Ebbw Vale Works Archival Trust,United Kingdom
Echo Arena Liverpool,United Kingdom
Eddystone Lighthouse,United Kingdom
Eden Project,United Kingdom
Edgware Road tube station,United Kingdom
Edgware tube station,United Kingdom
Edinburgh Festival Theatre,United Kingdom
Edinburgh International Conference Centre,United Kingdom
Edinburgh Police Museum,United Kingdom
Edinburgh Trams,United Kingdom
Eel Pie Island Museum,United Kingdom
Effingham Park Motor Museum,United Kingdom
Egypt Centre - Swansea University,United Kingdom
"Eight Roman inscriptions in the Roman quarry in Combcrag Wood, 350m south of Hadrian's Wall",United Kingdom
Eilean Donan,United Kingdom
Eilean Donan Castle,United Kingdom
Ein Hanes (Our History),United Kingdom
Elephant & Castle tube station,United Kingdom
Elgin Cathedral Museum,United Kingdom
Elgin Museum,United Kingdom
Elham Valley Countryside Centre And Railway Museum,United Kingdom
Eling Experience,United Kingdom
Elizabeth Hoare Gallery,United Kingdom
Elizabethan House Museum,United Kingdom
Elland Road,United Kingdom
Ellenroad Ring Mill Engine,United Kingdom
Elliott's Grocery Store,United Kingdom
Ellisland Farm,United Kingdom
Elm Park tube station,United Kingdom
Elmbridge Museum,United Kingdom
Elstree and Borehamwood Museum,United Kingdom
Elverson Road,United Kingdom
Ely Cathedral,United Kingdom
Emirates Stadium,United Kingdom
Emley Moor transmitting station,United Kingdom
Empress State Building,United Kingdom
Emsworth Museum,United Kingdom
Englesea Brook Chapel and Museum,United Kingdom
English Bridge,United Kingdom
Erddig Museum,United Kingdom
Erith Museum,United Kingdom
Erskine Bridge,United Kingdom
Eton College,United Kingdom
Eton College Chapel,United Kingdom
Europa Point Lighthouse,United Kingdom
Euston Arch,United Kingdom
Euston Square tube station,United Kingdom
Euston Tower,United Kingdom
Euston tube station,United Kingdom
Evelina Children's Hospital,United Kingdom
Ewood Park,United Kingdom
ExCeL London,United Kingdom
Exeter City Football Club Museum,United Kingdom
Exeter Maritime Museum,United Kingdom
Exmoor Classic Car Museum,United Kingdom
Exmouth Museum,United Kingdom
Explosion! Museum of Naval Firepower,United Kingdom
Eyemouth Maritime Centre,United Kingdom
Eyemouth Museum,United Kingdom
Eysey Footbridge,United Kingdom
F.e. Mcwilliam Gallery And Studio,United Kingdom
Fairfax House Museum,United Kingdom
Fairlop tube station,United Kingdom
Fairlynch Museum,United Kingdom
Fakenham Museum of Gas & Local History,United Kingdom
Falkirk Wheel,United Kingdom
Fan Museum,United Kingdom
Fans Museum,United Kingdom
Far Eastern Prisoners Of War Museum,United Kingdom
Faraday Museum,United Kingdom
Faringdon Museum,United Kingdom
Farnborough Airport,United Kingdom
Farnborough Wind Tunnel No. 1,United Kingdom
Farnborough Wind Tunnel No. 2,United Kingdom
Farnborough Wind Tunnel No. 3,United Kingdom
Farringdon station,United Kingdom
Felindre Bridge,United Kingdom
Felixstowe Museum,United Kingdom
Fell End Roman temporary camp and section of the Stanegate Roman road,United Kingdom
Fenland And West Norfolk Aviation Museum,United Kingdom
Ferguson Family Museum,United Kingdom
Fermanagh County Museum,United Kingdom
Fernhill House: The People's Museum,United Kingdom
Ferryman's Hut Museum,United Kingdom
Feshie Bridge,United Kingdom
Fetlar Interpretive Centre,United Kingdom
"Ffestiniog: its Slate Mines and Quarries, ‘city of slates’ and Railway to Porthmadog",United Kingdom
Fife Folk Museum,United Kingdom
Fife and Forfar Yeomanry Museum,United Kingdom
Filching Manor And Motor Museum,United Kingdom
Finchcocks Musical Museum,United Kingdom
Finchley Central tube station,United Kingdom
Finchley Road tube station,United Kingdom
Findhorn Heritage Centre,United Kingdom
Finkley Down Farm Museum,United Kingdom
Finlaystone House - Doll Collection,United Kingdom
Finsbury Park railway station,United Kingdom
First Garden City Heritage Museum,United Kingdom
Fish Museum,United Kingdom
Fish and Chip Museum,United Kingdom
Five Ways Tower,United Kingdom
Flamborough Head Lighthouse Visitor Centre,United Kingdom
Flame Gasworks Museum,United Kingdom
Fledborough Viaduct,United Kingdom
Fletcher Moss Art Gallery & Museum,United Kingdom
Flintham Museum,United Kingdom
Florence Nightingale Museum,United Kingdom
Flower Makers Museum,United Kingdom
Fochabers Folk Museum,United Kingdom
Folkestone Museum,United Kingdom
Folly Bridge,United Kingdom
Fordingbridge Doll Museum,United Kingdom
Fordingbridge Museum,United Kingdom
Fordyce Joiner's Workshop,United Kingdom
Foresters Museum & Archive,United Kingdom
Former County Gaol,United Kingdom
Former Model Lodging House For The Great Western Railway,United Kingdom
Former Penllwyn Tramroad Viaduct at Nine Mile Point,United Kingdom
Forncett Industrial Steam Museum,United Kingdom
Fort Augustus Swing Bridge,United Kingdom
Fort George,United Kingdom
Fort Perch Rock Museum,United Kingdom
Fort Saint George Footbridge,United Kingdom
Fort St. Catherine,United Kingdom
"Fort Victoria, Bermuda",United Kingdom
Forth Bridge,United Kingdom
Forth Road Bridge,United Kingdom
Forthside Bridge,United Kingdom
Forton Lake Millennium Bridge,United Kingdom
Foss Bridge,United Kingdom
Fossil Museum,United Kingdom
Fotheringham Bridge,United Kingdom
Foundling Museum,United Kingdom
Fountains Abbey,United Kingdom
Fountains Hall,United Kingdom
Fowey Museum,United Kingdom
Framework Knitters Museum,United Kingdom
Framwellgate Bridge,United Kingdom
Francis Skaryna Belarusian Library and Museum,United Kingdom
Frank Cooper Marmalade Museum,United Kingdom
Fraserburgh Heritage Centre,United Kingdom
Fratton Park,United Kingdom
Frazer Nash Archives,United Kingdom
Fred Dibnah Heritage Centre,United Kingdom
Freddie Fox Museum,United Kingdom
Frenchay Village Museum,United Kingdom
Friargate Waxworks Museum,United Kingdom
Friars Bridge,United Kingdom
Friarton Bridge,United Kingdom
Friends Bridge,United Kingdom
Fritton Old Hall,United Kingdom
Frodsham Bridge 5,United Kingdom
Fron Footbridge,United Kingdom
Fulham Broadway tube station,United Kingdom
Fulham Railway Bridge,United Kingdom
Fullwell Cross Library,United Kingdom
Furness Abbey Museum,United Kingdom
Gairloch Heritage Museum,United Kingdom
Gallery Of Old Newquay,United Kingdom
Gallery of Modern Art,United Kingdom
Galton Bridge,United Kingdom
Garden City Collection,United Kingdom
Garden Museum,United Kingdom
Garioch Heritage Centre,United Kingdom
Garlogie Powerhouse Museum,United Kingdom
Garret Hostel Bridge Between Clare Bridge And Trinity Bridge On The Cam,United Kingdom
Garron Bridge,United Kingdom
Garva Bridge,United Kingdom
Garvagh Museum And Heritage Centre,United Kingdom
Gas Museum,United Kingdom
Gasworks Bridge,United Kingdom
Gatehampton Railway Bridge,United Kingdom
Gateshead Millennium Bridge,United Kingdom
Gattonside Suspension Footbridge,United Kingdom
Gatwick Airport,United Kingdom
Gatwick Airport railway station,United Kingdom
Gaunless Viaduct,United Kingdom
Gawthorpe Textiles Collection,United Kingdom
Gearannon Blackhouse Village,United Kingdom
Genesis Expo Creationist Museum,United Kingdom
Geological Museum of North Wales,United Kingdom
George Eliot Hospital Museum,United Kingdom
George Leatt Industrial And Folk Museum,United Kingdom
George Marshall Medical Museum,United Kingdom
George Müller Museum,United Kingdom
George Waterston Memorial Centre and Museum,United Kingdom
Georgian Theatre Royal Museum,United Kingdom
Gerrans Parish Heritage Centre,United Kingdom
Giant Angus Macaskill Museum,United Kingdom
Giant's Causeway,United Kingdom
Gibbs Hill Lighthouse,United Kingdom
Gillingham Museum,United Kingdom
Gladstone Court Museum,United Kingdom
Gladstone Pottery Museum,United Kingdom
Glamorgan Building,United Kingdom
Glamorgan Wartime Heritage Centre,United Kingdom
Glasgow Central Mosque,United Kingdom
Glasgow Central Station Museum,United Kingdom
Glasgow Central station,United Kingdom
Glasgow City Chambers,United Kingdom
Glasgow Museum of Transport,United Kingdom
Glasgow Museums Resource Centre,United Kingdom
Glasgow Police Museum,United Kingdom
Glasgow Queen Street railway station,United Kingdom
Glasgow Royal Concert Hall,United Kingdom
Glasgow Science Centre,United Kingdom
Glasgow Subway,United Kingdom
Glasgow Tower,United Kingdom
Glastonbury Lake Village Museum,United Kingdom
Glen Loy Aqueduct,United Kingdom
Glencoe and North Lorn Folk Museum,United Kingdom
Glencorse Museum,United Kingdom
Glendale Toy Museum,United Kingdom
Glenesk Folk Museum,United Kingdom
Glenfinnan Station Museum,United Kingdom
Glenn Miller Museum,United Kingdom
Glenside Museum,United Kingdom
Gliding Heritage Centre,United Kingdom
Gloucester Cathedral,United Kingdom
Gloucester Road tube station,United Kingdom
Gloucester Transport Museum,United Kingdom
Godalming Museum,United Kingdom
Goddards,United Kingdom
Gods House Tower - Museum of Archaeology,United Kingdom
Gold Hill Museum,United Kingdom
Golden Hinde Museum Ship,United Kingdom
Golden Jubilee Bridges,United Kingdom
Golders Green tube station,United Kingdom
Goldhawk Road tube station,United Kingdom
Good Luck Lead Mining Museum,United Kingdom
Goodge Street tube station,United Kingdom
Goodison Park,United Kingdom
Gordon Boswell Romany Museum,United Kingdom
Gordon Highlanders Museum,United Kingdom
Gordon Russell Design Museum,United Kingdom
"Gorseddau and Prince of Wales Slate Quarries, Railways and Mill",United Kingdom
Gough Island,United Kingdom
Gough and Inaccessible Islands,United Kingdom
Goughs Motor Museum,United Kingdom
Governors House Museum,United Kingdom
Gower Farm Museum & Tourist Centre,United Kingdom
Grace Darling Museum,United Kingdom
Gracefield Arts Centre,United Kingdom
Gracehill Old School Museum,United Kingdom
Graemeshall Museum,United Kingdom
Graham Sutherland Gallery,United Kingdom
Grain Power Station,United Kingdom
Grampian Transport Museum,United Kingdom
Grampound with Creed Heritage Centre,United Kingdom
Grand Hotel,United Kingdom
Grand Pier,United Kingdom
"Grand Pier, Teignmouth",United Kingdom
Grand Theatre,United Kingdom
"Grand Theatre, Swansea",United Kingdom
Grandad's Photography Museum,United Kingdom
Grange Cavern Military Museum,United Kingdom
Grange Hill tube station,United Kingdom
Grangemouth Museum,United Kingdom
Grantown Museum & Heritage Centre,United Kingdom
Grassington Folk Museum,United Kingdom
Gravesham Museum,United Kingdom
Gray Art Gallery & Museum,United Kingdom
Gray's Stationery Shop (and Printing Presses) 49 Main Street Strabane Co. Tyrone Bt82 8au,United Kingdom
Great Northern Tower,United Kingdom
Great Pagoda,United Kingdom
Great Portland Street,United Kingdom
Great Western Railway Usk bridge,United Kingdom
Great Wheel,United Kingdom
Greater Manchester Fire Service Museum,United Kingdom
Greatham Bridge,United Kingdom
Greek Orthodox Cathedral Treasury Museum,United Kingdom
Green Dragon Museum,United Kingdom
Green Howards Regimental Museum,United Kingdom
Greenfield Valley Heritage Park,United Kingdom
Greenford station,United Kingdom
Greenhill Covenanters House,United Kingdom
Greenock Fire Museum And Heritage Centre,United Kingdom
Greenwich Borough Museum,United Kingdom
Greenwich Power Station,United Kingdom
Greenwich Station (Incorporating Number 187),United Kingdom
Greenwich foot tunnel,United Kingdom
Greig Street Bridge,United Kingdom
Gressenhall Farm and Workhouse,United Kingdom
Grey Point Fort,United Kingdom
Greywell Tunnel,United Kingdom
Griffin Park,United Kingdom
Grimsby Dock Tower,United Kingdom
Grindon Museum,United Kingdom
Grindon School Roman temporary camp,United Kingdom
Groam House Museum,United Kingdom
Grosvenor Bridge,United Kingdom
Guildford Cathedral Treasury,United Kingdom
Guildford House,United Kingdom
Guildhall,United Kingdom
Guildhall Museum,United Kingdom
"Guildhall Museum, Carlisle",United Kingdom
"Guildhall, Derry",United Kingdom
Guisborough Museum,United Kingdom
Gunnersbury Park House - Large Mansion,United Kingdom
Gunnersbury station,United Kingdom
Guru Nanak Sikh Museum,United Kingdom
Guys Mini Museum,United Kingdom
Gwennap Mining District with Devoran and Perran and Kennall Vale,United Kingdom
H M Prison Service Museum,United Kingdom
HM Prison Crumlin Road,United Kingdom
HM Prison Peterhead,United Kingdom
HMS Ganges Museum,United Kingdom
Hadlow Tower museum,United Kingdom
Hadrian's Wall,United Kingdom
Hadrian's Wall & vallum between field boundary east of milecastle 24 & field boundary west of the site of turret 25b in wall miles 24-25,United Kingdom
"Hadrian's Wall & vallum from A6071 to The Cottage in the case of the Wall, & to the road to Oldwall, for the vallum, in wall miles 57, 58 & 59",United Kingdom
"Hadrian's Wall and associated features between the boundary east of turret 34a and the field boundary west of milecastle 36 in wall miles 34, 35 and 3",United Kingdom
"Hadrian's Wall and associated features between the field boundary west of turret 37a and the road to Steel Rigg car park in wall miles 37, 38 and 39",United Kingdom
Hadrian's Wall and vallum and their associated features between Poltross Burn and the River Irthing in wall mile 48,United Kingdom
"Hadrian's Wall and vallum between Banks Green Cottage and the road to Lanercost at Banks and the road to Garthside in wall miles 52, 53 and 54",United Kingdom
"Hadrian's Wall and vallum between Baron's Dike and Birky Lane at Walby, in wall miles 60, 61 and 62.",United Kingdom
Hadrian's Wall and vallum between Birky Lane at Walby and the east side of the M6 in wall miles 62 and 63,United Kingdom
"Hadrian's Wall and vallum between Chesters and the road to Simonburn in wall miles 27, 28 and 29",United Kingdom
"Hadrian's Wall and vallum between St Oswald's Cottages, east of Brunton Gate and the North Tyne in wall miles 25, 26 and 27",United Kingdom
Hadrian's Wall and vallum between Sunnybrae at Halton Shields and Haltonchesters Roman fort in wall miles 20 and 21,United Kingdom
"Hadrian's Wall and vallum between the B6309 and the B6321 in wall miles 16, 17 and 18",United Kingdom
"Hadrian's Wall and vallum between the B6321 and Sunnybrae at Halton Shields, in wall miles 18 and 19",United Kingdom
Hadrian's Wall and vallum between the Fence Burn and the track to Portgate Cottage in wall miles 21 and 22,United Kingdom
"Hadrian's Wall and vallum between the March Burn and Oatens Bank, Harlow Hill in wall miles 13,14 and 15",United Kingdom
Hadrian's Wall and vallum between the access road to Glendale caravan park and the track south of Kirkland House in wall miles 77 and 78,United Kingdom
Hadrian's Wall and vallum between the field boundaries east of milecastle 50 and the boundary west of Coombe Crag in wall miles 50 and 51,United Kingdom
"Hadrian's Wall and vallum between the field boundary at Brown Dikes and the field boundary east of turret 34a in wall miles 32, 33 and 34",United Kingdom
Hadrian's Wall and vallum between the field boundary west of Carvoran Roman fort and the west side of the B6318 road in wall mile 46,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Coombe Crag and Banks Green Cottage and the road to Lanercost at Banks in wall miles 51 and 52,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Coventina's Well and the field boundary at Brown Dikes in wall miles 31 and 32,United Kingdom
Hadrian's Wall and vallum between the field boundary west of Wall Knowe and Scotland Road including the Roman fort at Stanwix in wall mile 65,United Kingdom
Hadrian's Wall and vallum between the road to Caw Gap and the Caw Burn in wall miles 41 and 42,United Kingdom
"Hadrian's Wall and vallum between the road to Simonburn and the field boundary east of Carrawburgh car park in wall miles 29, 30 and 31",United Kingdom
Hadrian's Wall and vallum between the track to Portgate Cottage and the field boundary east of milecastle 24 in wall miles 22 and 23,United Kingdom
"Hadrian's Wall and vallum from East Town House, Heddon-on-the-Wall to the A69 trunk road in wall mile 12",United Kingdom
"Hadrian's Wall and vallum from Throckley to East Town House, Heddon-on-the-Wall in wall mile 11",United Kingdom
